1.000,3.029,3.102,3.111,3.066,3.093,3.045
.500,4.566,4.554,4.339,4.449,4.434,4.439
.250,6.719,6.723,6.739,6.648,6.649,6.587
.125,6.038,4.838,4.929,4.989,4.918,4.795
.062,3.576,5.044,5.180,5.034,5.119,5.104
.031,4.655,4.631,4.652,4.609,4.507,4.651
.015,3.883,3.955,3.926,3.934,4.012,3.962
.007,3.272,3.264,3.357,3.299,3.335,3.351
