no CAT,19.78,1.17549e-38,19.9061
CAT exclusive 0x00f,12.1663,1.17549e-38,12.3438
CAT exclusive 0x001,18.8428,1.17549e-38,18.8803
CAT shared tiny,21.3734,1.17549e-38,21.4634
