1, 86211717264
2, 2626476414204
3, 1516829492702
4, 2031985356295
5, 1202417814121
6, 963847787849
7, 922100552634
8, 860266610098
9, 802442664298
10, 767409213342
11, 746599405242
12, 724956526651
13, 706272126472
14, 689835977646
15, 611156307300
16, 800144081698
17, 743283674563
18, 841854437247
19, 768850737920
